track_id,images,human_prompt,question,answer,age_reasoning,gender_reasoning,attention_reasoning,judgment_reasoning,position_reasoning,appearance_reasoning,physical_reasoning,spatial_reasoning,temporal_reasoning,mathematical_reasoning,conclusion
SYN_0020,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0020.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as a child.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.","The pedestrian is not distracted, as indicated by the metadata.",The pedestrian did not make any hand signals.,The pedestrian is far from the crossing area.,The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of heavier build, suggesting potentially slower crossing speed.",The pedestrian moved 52 pixels toward the road and 12 pixels downward.,The pedestrian showed increasing velocity from 5.56 to 7.0 pixels per frame over the observed window.,"The total displacement was 60.5 pixels toward the road, with an average velocity of 1.95 pixels per frame.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0021,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0021.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian appears to be a child, suggesting they may be less experienced in traffic situations.",The pedestrian is identified as female.,The pedestrian is distracted according to the metadata.,"A hand signal was observed, implying the pedestrian is communicating their crossing intent.","The pedestrian is in the middle of the road, actively in the crossing zone.",The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian's heavier build may affect their agility in traffic situations.,"The pedestrian's trajectory shows a clear movement toward the crossing zone, covering ~58 pixels.","The observation window spans from frame 865 to 881, totaling 17 frames, with a notable acceleration toward the road.","The crossing probability is estimated at 76%, supported by the pedestrian's accelerating trajectory.",The pedestrian crossed the road.
SYN_0022,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0022.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as a child based on the metadata.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian has a heavier build, which may slightly reduce movement speed.","The pedestrian moved toward the road, advancing approximately 119 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 5.64 pixels per frame toward the road.,"The pedestrian's bounding box area increased from 3437.0 to 8098.4 pixels squared, indicating movement toward the camera.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0023,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0023.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian appears to be a child, suggesting they may be less experienced in traffic situations.",The pedestrian is identified as female according to the metadata.,"The pedestrian is not distracted, as indicated by the metadata.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near and not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed prominently.,The pedestrian's heavier build may affect their agility in traffic situations.,"The pedestrian moved toward the road, advancing approximately 103 pixels horizontally.","The observation window spans from frame 300 to 321, totaling 22 frames, with a notable acceleration toward the road.","The crossing probability is estimated at 76%, supported by the pedestrian's accelerating trajectory.",The pedestrian crossed the street.
SYN_0024,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0024.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as a child based on the metadata.,"The pedestrian is male, but gender does not directly influence crossing behavior in this context.","The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian made no hand signal, indicating no explicit communication of intent.","The pedestrian is positioned far from the road, suggesting no immediate crossing intent.",The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.","The pedestrian moved toward the road, advancing approximately 110 pixels horizontally.","The observation window spans from frame 445 to 466, totaling 22 frames, with a notable acceleration toward the road.","The pedestrian's bounding box area increased from 4407.0 to 7281.3 pixels squared, indicating movement toward the camera.",The pedestrian crossed the road.
SYN_0025,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0025.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as a child.,The pedestrian is identified as male.,"The pedestrian appears distracted, which may affect their road-crossing decision.","A hand signal was observed, implying the pedestrian is communicating their crossing intent.",The pedestrian is positioned in the middle of the road.,The pedestrian has an extravagant fashion personality and is dressed in a standout style.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.","The pedestrian's trajectory shows a clear movement toward the crossing zone, covering ~72 pixels.",The pedestrian maintained a consistent pace of approximately 3.82 pixels per frame toward the road.,"The total displacement was 79.1 pixels toward the road, with an average velocity of 7.6 pixels per frame.",The pedestrian crossed the road.
SYN_0026,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0026.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as a child based on the metadata.,The pedestrian is identified as male according to the metadata.,"The pedestrian appears distracted, which may affect their road-crossing decision.",There is no hand signal used by the pedestrian.,The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian is heavier and uses crutches, which may considerably slow their crossing.","The pedestrian moved toward the road, advancing approximately 43 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 7.6 pixels per frame toward the road.,"The pedestrian's bounding box area increased from 3990.3 to 5804.3 pixels squared, indicating movement toward the camera.",The pedestrian crossed the street.
SYN_0027,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0027.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian appears to be a child, suggesting they may be less experienced in traffic situations.","The pedestrian is male, but gender does not directly influence crossing behavior in this context.","The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is near and not on the sidewalk.,The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.","The pedestrian's trajectory shows a clear movement toward the crossing zone, covering ~43 pixels.",The pedestrian showed increasing velocity from 4.04 to 5.09 pixels per frame over the observed window.,"The total displacement was 110.2 pixels toward the road, with an average velocity of 4.16 pixels per frame.",The pedestrian crossed the road.
SYN_0028,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0028.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian appears to be a child, suggesting they may be less experienced in traffic situations.","The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is not distracted according to the metadata.,There is no hand signal used by the pedestrian.,The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed modestly.,The pedestrian's heavier build combined with crutch use suggests limited mobility.,"The pedestrian moved toward the road, advancing approximately 20 pixels horizontally.","The observation window spans from frame 865 to 880, totaling 16 frames, with a notable acceleration toward the road.","The pedestrian's bounding box area increased from 4307.8 to 6383.8 pixels squared, indicating movement toward the camera.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0029,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0029.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian appears to be a child, suggesting they may be less experienced in traffic situations.","The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is distracted according to the metadata.,"The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is positioned in the middle of the road.,The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved 49 pixels toward the road and 20 pixels downward.,The pedestrian maintained a consistent pace of approximately 6.12 pixels per frame toward the road.,"The crossing probability is estimated at 54%, supported by the pedestrian's accelerating trajectory.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0030,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0030.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as a child.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,There is no hand signal used by the pedestrian.,The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,The pedestrian's heavier build combined with crutch use suggests limited mobility.,"The pedestrian moved toward the road, advancing approximately 62 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 5.8 pixels per frame toward the road.,"The crossing probability is estimated at 54%, supported by the pedestrian's accelerating trajectory.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0031,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0031.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as a child based on the metadata.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.","The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near the road but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian's heavier build combined with crutch use suggests limited mobility.,"The pedestrian moved toward the road, advancing approximately 90 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 4.18 pixels per frame toward the road.,"The total displacement was 49.0 pixels toward the road, with an average velocity of 4.71 pixels per frame.",The pedestrian crossed the road.
SYN_0032,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0032.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as male according to the metadata.,"The pedestrian is not distracted, as indicated by the metadata.",There is no hand signal used by the pedestrian.,The pedestrian is far from the crossing area.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian is of normal weight, which suggests average mobility.","The pedestrian moved toward the road, advancing approximately 16 pixels horizontally.",The pedestrian showed increasing velocity from 3.16 to 6.0 pixels per frame over the observed window.,"The pedestrian's bounding box area increased from 5944.9 to 6875.4 pixels squared, indicating movement toward the camera.",The pedestrian crossed the street.
SYN_0033,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0033.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as male.,"The pedestrian appears distracted, which may affect their road-crossing decision.","A hand signal was observed, implying the pedestrian is communicating their crossing intent.","The pedestrian is mid-road, indicating they are in the process of crossing or have crossed.",The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian is of normal weight, as stated in the metadata.",The pedestrian moved 54 pixels toward the road and 15 pixels downward.,The pedestrian showed increasing velocity from 4.17 to 5.08 pixels per frame over the observed window.,"The crossing probability is estimated at 75%, supported by the pedestrian's accelerating trajectory.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0034,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0034.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as male.,The pedestrian is noted to be distracted.,"The pedestrian made no hand signal, indicating no explicit communication of intent.","The pedestrian is near the road, positioned on the sidewalk.",The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian is of normal weight, which suggests average mobility.","The pedestrian moved toward the road, advancing approximately 90 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 3.99 pixels per frame toward the road.,"The crossing probability is estimated at 75%, supported by the pedestrian's accelerating trajectory.",The pedestrian crossed the road.
SYN_0035,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0035.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as male according to the metadata.,The pedestrian is not distracted according to the metadata.,"The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian is of normal weight, as stated in the metadata.","The pedestrian moved toward the road, advancing approximately 76 pixels horizontally.",The pedestrian showed increasing velocity from 1.59 to 2.03 pixels per frame over the observed window.,"The crossing probability is estimated at 75%, supported by the pedestrian's accelerating trajectory.",The pedestrian crossed the street.
SYN_0036,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0036.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as female.,The pedestrian is not distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.","The pedestrian is positioned far from the road, suggesting no immediate crossing intent.",The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of normal weight, which suggests average mobility.",The pedestrian moved 66 pixels toward the road and 11 pixels downward.,The pedestrian maintained a consistent pace of approximately 3.83 pixels per frame toward the road.,"The pedestrian's bounding box area increased from 3595.4 to 7576.4 pixels squared, indicating movement toward the camera.",The pedestrian crossed the road.
SYN_0037,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0037.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as female.,The pedestrian is distracted according to the metadata.,"The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is positioned in the middle of the road.,The pedestrian has an extravagant fashion personality and is dressed prominently.,"The pedestrian is of normal weight, as stated in the metadata.","The pedestrian moved toward the road, advancing approximately 72 pixels horizontally.",The pedestrian showed increasing velocity from 7.33 to 7.36 pixels per frame over the observed window.,"The crossing probability is estimated at 75%, supported by the pedestrian's accelerating trajectory.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0038,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0038.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as female according to the metadata.,The pedestrian is noted to be distracted.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is near the road and on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of normal weight, as stated in the metadata.","The pedestrian moved toward the road, advancing approximately 120 pixels horizontally.",The pedestrian showed increasing velocity from 4.95 to 5.22 pixels per frame over the observed window.,"The pedestrian's bounding box area increased from 7198.4 to 8656.1 pixels squared, indicating movement toward the camera.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0039,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0039.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as female according to the metadata.,"The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian is of normal weight.,The pedestrian moved 12 pixels toward the road and 10 pixels downward.,The pedestrian showed increasing velocity from 5.23 to 6.86 pixels per frame over the observed window.,"The pedestrian's bounding box area increased from 4088.9 to 6512.0 pixels squared, indicating movement toward the camera.",The pedestrian crossed the street.
SYN_0040,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0040.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as male according to the metadata.,"The pedestrian is not distracted, as indicated by the metadata.",There is no hand signal used by the pedestrian.,The pedestrian is far from the crossing area.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian is of normal weight but is using crutches, indicating reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~31 pixels without crossing.",The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 8.32 to 5.95 pixels per frame.,"The crossing probability is estimated at 34%, supported by limited directional movement toward the road.",The pedestrian did not cross the road.
SYN_0041,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0041.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.","The pedestrian is male, but gender does not directly influence crossing behavior in this context.","The pedestrian appears distracted, which may affect their road-crossing decision.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is positioned in the middle of the road.,The pedestrian has an extravagant fashion personality and is dressed in a standout style.,"The pedestrian has an average build but relies on crutches, affecting movement speed.",The pedestrian moved 36 pixels to the side and slightly away from the camera.,The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 5.94 to 2.83 pixels per frame.,"The crossing probability is estimated at 34%, supported by limited directional movement toward the road.",The pedestrian did not cross the road.
SYN_0042,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0042.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as male.,"The pedestrian appears distracted, which may affect their road-crossing decision.","The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is near the road and on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian is of normal weight but is using crutches, indicating reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~58 pixels without crossing.",The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 66.7 pixels, with an average velocity of 4.62 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0043,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0043.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as male according to the metadata.,The pedestrian is not distracted according to the metadata.,"A hand signal was observed, implying the pedestrian is communicating their crossing intent.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a standout style.,"The pedestrian is of normal weight but is using crutches, indicating reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~54 pixels without crossing.",The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 8.38 to 3.55 pixels per frame.,"The total displacement was 113.8 pixels, with an average velocity of 5.95 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0044,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0044.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as female according to the metadata.,"The pedestrian is not distracted, as indicated by the metadata.","The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the crossing area.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian uses crutches, suggesting a mobility limitation despite normal build.",The pedestrian moved 17 pixels to the side and slightly away from the camera.,"The observation window is from frame 390 to 411, totaling 22 frames.","The crossing probability is estimated at 34%, supported by limited directional movement toward the road.",The pedestrian did not cross the street but waited instead.
SYN_0045,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0045.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as female according to the metadata.,The pedestrian is noted to be distracted.,"The pedestrian made a hand signal, indicating some level of communication or intention.","The pedestrian is mid-road, indicating they are in the process of crossing or have crossed.",The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,"The pedestrian is of normal weight but is using crutches, indicating reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~11 pixels without crossing.","The observation window is from frame 100 to 115, totaling 16 frames.","The total displacement was 84.8 pixels, with an average velocity of 2.99 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0046,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0046.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as female according to the metadata.,The pedestrian is distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.","The pedestrian is near the road, positioned on the sidewalk.",The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian has an average build but relies on crutches, affecting movement speed.",The pedestrian moved 36 pixels to the side and slightly away from the camera.,The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 7.16 to 3.11 pixels per frame.,"The crossing probability is estimated at 34%, supported by limited directional movement toward the road.",The pedestrian did not cross the street but waited instead.
SYN_0047,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0047.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as female according to the metadata.,The pedestrian is not distracted according to the metadata.,"A hand signal was observed, implying the pedestrian is communicating their crossing intent.",The pedestrian is near the road but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed prominently.,"The pedestrian is of normal weight but is using crutches, indicating reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~55 pixels without crossing.",The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 4.88 to 3.2 pixels per frame.,"The total displacement was 19.5 pixels, with an average velocity of 2.27 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0048,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0048.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as male.,"The pedestrian is not distracted, as indicated by the metadata.","The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian is of heavier build, suggesting potentially slower crossing speed.",The pedestrian moved 68 pixels toward the road and 10 pixels downward.,"The observation window spans from frame 100 to 121, totaling 22 frames, with a notable acceleration toward the road.","The total displacement was 45.9 pixels toward the road, with an average velocity of 8.41 pixels per frame.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0049,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0049.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as male according to the metadata.,"The pedestrian appears distracted, which may affect their road-crossing decision.","The pedestrian made a hand signal, indicating some level of communication or intention.","The pedestrian is in the middle of the road, actively in the crossing zone.",The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian has a heavier build, which may slightly reduce movement speed.","The pedestrian's trajectory shows a clear movement toward the crossing zone, covering ~68 pixels.",The pedestrian showed increasing velocity from 6.92 to 9.8 pixels per frame over the observed window.,"The crossing probability is estimated at 52%, supported by the pedestrian's accelerating trajectory.","Based on the reasoning above, the pedestrian crossed the road."
SYN_0050,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0050.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as male according to the metadata.,The pedestrian is noted to be distracted.,"The pedestrian made no hand signal, indicating no explicit communication of intent.","The pedestrian is near the road, positioned on the sidewalk.",The pedestrian has a minimalist fashion personality and is dressed casually.,The pedestrian's heavier build may affect their agility in traffic situations.,The pedestrian moved 42 pixels toward the road and 6 pixels downward.,The pedestrian maintained a consistent pace of approximately 4.38 pixels per frame toward the road.,"The total displacement was 49.2 pixels toward the road, with an average velocity of 7.82 pixels per frame.",The pedestrian crossed the road.
